word,frequency
call,2
is?,2
building,2
states.,2
given,2
name,2
military.,2
garbage,2
day.,2
"50,000",2
"ohio,",2
another,2
carolina.,2
spied,2
tried,2
answer,2
it?,2
that?,2
watch,2
win,2
"not,",2
sort,2
"covid-19,",2
bob,2
american,2
"else,",2
in.,2
appreciate,2
earlier,2
fauci,2
pelosi,2
january.,2
end,2
ground.,2
"states,",2
financial,2
economic,2
frontline,2
"cut,",2
jobs.,2
prior,2
42%,2
everything.,2
hospitals.,2
billions,2
heard,2
bringing,2
eat,2
story,2
side.,2
you.president,2
own,2
healthcare.,2
obamacare.,2
have',2
made,2
better.,2
we'd,2
terminate,2
expensive,2
important.,2
party,2
preexisting,2
conditions.,2
"sorry,",2
running,2
remnants,2
whatever's,2
"badly,",2
100%.,2
pelosi.,2
couldn't,2
"stimulus,",2
republicans,2
approve,2
thinks,2
"all,",2
"pelosi,",2
ready,2
sign,2
negotiating,2
fault.,2
money,2
haven't,2
great.,2
rates,2
created,2
160,2
comes,2
built,2
moving,2
south,2
taxes.,2
among,2
along,2
"illegal,",2
debt,2
$400,2
properties,2
san,2
francisco.,2
love,2
saying,2
tiny,2
worth.,2
things.,2
"elections,",2
russia,2
small',2
"probably,",2
mind,2
"release,",2
irs.,2
badly,2
treat,2
change,2
religious,2
"112,",2
talks,2
filed,2
company.,2
nominee,2
court,2
"elected,",2
four,2
years.,2
obama,2
during,2
fourth,2
"up,",2
plenty,2
within,2
closed,2
29,2
times,2
done.,2
judge,2
human,2
conflict,2
all.,2
rule,2
up.,2
history,2
wade,2
high,2
speak,2
somebody.,2
happens,2
influence,2
law.,2
would.,2
velez:,2
president.president,2
black,2
bill,2
proper,2
criminal,2
daca,2
mexico,2
strongest,2
legally.,2
(01:01:41)thank,2
borders.,2
greatest,2
(04:48)i'm,1
feeling,1
everyone,1
feeling?,1
(05:00)it's,1
home,1
"state,",1
official,1
return,1
trail.,1
(05:10)my,1
goal,1
family.speaker,1
1:,1
(05:16)from,1
nbc,1
"2020,",1
trump,1
town,1
hall.,1
live,1
perez,1
art,1
museum,1
"miami,",1
(06:37)that,1
"stated,",1
say.,1
(06:46)thank,1
(06:48)nothing,1
"whatsoever,",1
rally,1
"turnout,",1
"pennsylvania,",1
were-,1
'clet's,1
hospital.',1
respond,1
say.',1
walter,1
"reed,",1
professionals.,1
gave,1
regeneron,1
remdeceiver,1
both.,1
following,1
"(07:39)no,",1
lungs,1
"different,",1
and-,1
(07:48)i,1
asking.,1
lungs.,1
temperature.,1
"missing,",1
"tested,",1
"(08:06)yeah,",1
"(08:18)well,",1
quite,1
"bit,",1
"fantastically,",1
(08:29)i,1
remember.,1
guess,1
late,1
found,1
(08:48)yeah.,1
(08:53)i,1
they-,1
(09:00)if,1
perfect,1
(09:07)i,1
"before,",1
"shape,",1
debate,1
interesting.',1
(09:26)no.,1
tests.,1
(09:31)possibly,1
possibly,1
doctor,1
accurate,1
information,1
doctors.,1
surrounded,1
by.,1
sometime,1
"positive,",1
"to,",1
"(10:19)well,",1
testing,1
mask,1
"concerned,",1
statement,1
very-,1
(10:40)that's,1
"heard,",1
saw.,1
"regardless,",1
"hey,",1
(10:58)i,1
"virginia,",1
known,1
thom,1
"tillis,",1
caught,1
(11:16)yeah.,1
"(11:22)yes,",1
"(11:26)well,",1
friend,1
mine.,1
guy.,1
stay,1
"crowd,",1
parents,1
fallen,1
heroes.,1
hug,1
touch,1
(11:59)there,1
event,1
chosen,1
away.,1
"caught,",1
was.,1
"(12:18)no,",1
from.,1
know-,1
(12:30)i,1
(12:33)i,1
"see,",1
kamala.,1
thing.',1
house.,1
"families,",1
(13:09)but,1
disease,1
us,1
allowed,1
nobody's,1
blamed.,1
massive,1
"job,",1
"uk,",1
spain,1
france,1
italy.,1
"(13:38)well,",1
opposite.,1
(13:41)the,1
"2500%,",1
well.,1
2500%.,1
eu,1
722%.,1
21%.,1
"mortality,",1
winner,1
excess,1
amazing.,1
corner,1
"coming,",1
coming.,1
"what,",1
choice.,1
"nothing,",1
looking,1
"at,",1
"case,",1
regeneron.,1
eli,1
lilly,1
makes,1
incredible.,1
discussion,1
"cures,",1
"incredible,",1
(14:42)i,1
"corner,",1
yes.,1
"(14:51)right,",1
(15:08)yeah.,1
(15:18)the,1
cure,1
worse,1
itself.,1
lose,1
"2,200,000",1
"210,000",1
charts,1
respected,1
"2,200,00",1
(15:53)we,1
2,1
(16:01)i,1
love.,1
pennsylvania.,1
won,1
case,1
michigan,1
boating,1
"wants,",1
cases,1
unconstitutional,1
political,1
reasons.,1
continue,1
lockdowns.,1
"4th,",1
governors.president,1
(16:35)look,1
york.,1
york,1
mess.,1
lost,1
"40,000",1
"open,",1
ghost,1
town.,1
(17:03)',1
"(17:03)okay,",1
fine.,1
"(17:24)oh,",1
"(17:26)no,",1
(17:27)you've,1
everybody-,1
(17:29)i,1
(17:31)i've,1
denounced,1
"supremacy,",1
whether,1
denounces,1
antifa.,1
watched,1
basic,1
lester,1
"holt,",1
child.,1
"(17:48)so,",1
ready?,1
you',1
wait.,1
listening?,1
(17:53)what's,1
question?,1
(17:58)hesitant?,1
again.,1
time',1
"came,",1
sure,1
supremacy,1
question.',1
(18:06)and,1
something?,1
"cities,",1
doing-,1
"(18:34)so,",1
00:18:35]-,1
(18:34)yeah.,1
(18:37)i,1
(18:41)i,1
little.,1
necessarily,1
fact.,1
hate,1
hard.,1
to-,1
(18:57)',1
study,1
subject.,1
"left,",1
violent,1
vicious,1
are.,1
cities,1
"democrats,",1
(19:20)he,1
(19:20)can,1
honest?,1
(19:23)i,1
(19:28)let's,1
waste,1
show.,1
just-,1
(19:39)',1
strongly,1
that-,1
(19:45)',1
strongly.,1
(19:49)i,1
"(19:52)no,",1
(19:55)and,1
neither,1
(19:58)why,1
left?,1
(20:02)why,1
condemn,1
exist?,1
"(20:09)antifa,",1
cute.,1
antifa,1
exists.,1
"vicious,",1
violent.,1
kill,1
cities.,1
left.,1
(20:35)i,1
00:20:36]-,1
(20:38)that,1
opinion,1
somebody-,1
(20:41)'.,1
decide,1
themselves.,1
position.,1
"(20:47)no,",1
(20:47)that,1
retweets.,1
media,1
"fake,",1
media',1
"twitter,",1
media.,1
is-,1
(21:04)',1
stronger,1
(21:11)and,1
knows,1
(21:14)you,1
(21:16)we're,1
"(21:38)sure,",1
(21:40)win,1
unsolicited,1
"millions,",1
dumpsters.,1
"trump,",1
military,1
cans-,1
"(22:01)no,",1
"(22:11)oh,",1
really?,1
pick,1
papers,1
state,1
ohio.,1
"location,",1
"500,000",1
applications,1
virginia.,1
problem.president,1
(22:29)but,1
caught.,1
"heavily,",1
campaign.,1
duly,1
sitting,1
'cwill,1
accept,1
transfer?',1
"yes,",1
will.,1
(23:05)could,1
(23:07)how,1
newspapers?,1
(23:08)you,1
news?,1
(23:09)i,1
"(23:12)because,",1
fraudulent.,1
(23:18)sure.,1
"(23:21)sure,",1
sure.,1
race',1
race,1
1%.,1
(23:27)i'm,1
(23:31)you,1
(23:35)and,1
want',1
"win,",1
clean.,1
(23:39)but,1
ironic,1
transfer,1
spent,1
half,1
fighting,1
maniacs.,1
turns,1
everything's,1
ones,1
dealt,1
bad.,1
(23:55)peaceful,1
"ideally,",1
win.,1
(24:19)sure.jacqueline,1
(24:19)good,1
evening.president,1
(24:25)how,1
you?jacqueline,1
(24:25)welcome,1
miami.president,1
(24:25)thank,1
beautiful.jacqueline,1
(24:25)mr.,1
february-president,1
(24:32)as,1
what?jacqueline,1
(24:33)as,1
"february,",1
airborne,1
deadlier,1
"flu,",1
measures,1
mitigating,1
spread,1
potentially,1
saving,1
tens,1
lives?president,1
"(24:56)well,",1
months,1
behind,1
xenophobic,1
racist,1
100%,1
infection,1
europe.,1
news,1
answer.president,1
(25:18)because,1
necessary.,1
like.,1
scientists',1
on.,1
advice,1
clue,1
"and,",1
biden.president,1
(25:37)when,1
ban',1
"others,",1
'cthis,1
ridiculous.,1
that.',1
lives.,1
(25:52)i,1
ban.,1
(26:03)i,1
(26:06)i,1
it',1
someplace.,1
something.,1
"but,",1
threat.,1
panic,1
'ceverybody's,1
die.,1
to-',1
(26:21)okay?,1
"(26:23)no,",1
"(26:25)no,",1
safe.,1
"vigilant,",1
smart.,1
(26:29)okay.,1
(26:44)we'll,1
"(26:48)[spanish,",1
foreign,1
language,1
00:26:48],1
miami.,1
(26:53)right.barbara,1
(26:54)',1
"firsthand,",1
hospitals,1
throughout,1
suffering,1
hardships.,1
effects,1
trickling,1
workers.president,1
(27:05)right.barbara,1
(27:06)we,1
being',1
across,1
workers,1
"fired,",1
furloughed.,1
salaries,1
sectors,1
industry,1
hospitality.president,1
(27:17)right.barbara,1
(27:17)my,1
"track,",1
pandemic?president,1
"(27:25)so,",1
set,1
"record,",1
11.4,1
phenomenal,1
third,1
"quarter,",1
announced,1
"1st,",1
3rd,1
red,1
wave.,1
announcement.,1
believe.,1
gdp,1
roof.,1
houses.,1
happening.president,1
"(27:49)so,",1
unemployment.,1
"hundred,",1
hundred,1
unemployment,1
rate.,1
(28:05)it,1
out-,1
(28:09)',1
7.8%,1
"unemployment,",1
quadruples,1
kills,1
"phenomenal,",1
phenomenal'president,1
"(28:24)and,",1
(28:45)one,1
helped,1
dollars,1
"addition,",1
hundreds,1
millions,1
gowns.,1
ventilator,1
"business,",1
equipped,1
ventilators.,1
anybody,1
making,1
ventilators,1
"month,",1
use.,1
sending,1
world,1
needs,1
worked,1
effectively.,1
"(29:41)no,",1
stories,1
"had,",1
"meals,",1
they',1
instance,1
"recently,",1
wonderful,1
"meal,",1
playing,1
touching,1
place.president,1
(29:59)and,1
plate,1
"'cwell,",1
good.',1
month,1
ago.,1
i',1
"masks,",1
stories.,1
"want,",1
want.,1
(30:21)some.,1
"(30:23)no,",1
00:30:25].,1
(30:35)and,1
disagree.,1
(30:39)scott,1
"atkins,",1
"scott,",1
scott.,1
stanford.,1
disagrees,1
"(30:45)oh,",1
expert.,1
experts,1
(30:51)i'm,1
(30:53)by,1
way-,1
(30:54)i,1
'cdon't,1
them.',1
(30:57),1
"(31:07)oh,",1
mind.,1
report,1
days,1
wearing,1
(31:17),1
(31:20)i,1
(31:24)thank,1
(31:24)(silence).,1
(35:06)thank,1
much.cristy,1
montesinos,1
alonso:,1
(35:07)we're,1
hard-working,1
middle-class,1
family,1
four.,1
"self-employed,",1
gone,1
considerably,1
decades.,1
originally,1
repeal,1
plan,1
2020,1
affordable,1
myself?president,1
(35:29)good.,1
mandate,1
worst,1
part,1
obamacare,1
fortune,1
privilege,1
health,1
"insurance,",1
protecting,1
pre-existing,1
"conditions,",1
"strongly,",1
down.,1
"mandate,",1
"good,",1
managed,1
"remember,",1
$5,1
billion,1
website,1
"disaster,",1
"healthcare,",1
aiming.,1
chance,1
brought,1
price,1
basically,1
(36:39)it,1
too.,1
(36:50)that's,1
(36:54)in,1
order,1
price.,1
"always,",1
"circumstances,",1
last,1
"(37:23)no,",1
(37:26)we,1
done-,1
(37:33)that's,1
houses,1
do?,1
mandate.,1
legislature.,1
"(37:40)look,",1
look.,1
(37:59)and,1
thing-,1
(38:00)if,1
"succeed,",1
apart.,1
"administration,",1
ran,1
expensive.,1
"(38:43)well,",1
passed,1
"packages,",1
"fourth,",1
vote,1
worker.,1
approving,1
"appreciate,",1
workers.,1
pass,1
(39:38)that's,1
(39:59)that's,1
negotiation,1
negotiating?,1
negotiating-,1
(39:59)you,1
against?,1
people's,1
china's,1
penalizing,1
'cgo,1
home.',1
(40:15)i,1
big.,1
bold.,1
directly,1
(40:22)they'll,1
"yeah,",1
active-,1
(40:24)i,1
(40:28)if,1
"i,",1
representatives,1
"directly,",1
"care,",1
"something,",1
(40:52)how,1
you?barbara,1
"(40:53)hi,",1
you?president,1
(40:53)nice,1
you.barbara,1
(40:54)good,1
hot,1
button,1
rates.,1
"opponent,",1
planning,1
raise,1
corporations,1
share,1
increase.,1
rate,1
helps,1
them?president,1
(41:20)it's,1
created.,1
close,1
hitting,1
pouring,1
nation,1
"rate,",1
wants,1
blow,1
"depression,",1
likes,1
foundation.,1
car,1
"michigan,",1
"today,",1
reduced,1
highest,1
"lowest,",1
lowest.,1
"means,",1
package.,1
"package,",1
"rates,",1
u.s.,1
fast,1
head,1
spin.,1
"(42:53)okay,",1
one.,1
"also,",1
released.,1
"road,",1
"doral,",1
"stuff,",1
stuff.,1
"run,",1
"underlevered,",1
"fortunately,",1
compared.,1
favors,1
institutions,1
loan,1
compared,1
assets,1
bank,1
america,1
1290,1
avenue,1
"americas,",1
biggest,1
office,1
buildings.,1
(43:47)what,1
net,1
(43:51)and,1
"given,",1
108,1
112,1
pages,1
detail,1
file,1
"politician,",1
file.,1
looks,1
company,1
"importantly,",1
is.,1
mortgages.,1
mortgage.,1
(44:21)not,1
"of,",1
easy,1
"solve,",1
"owe,",1
"one,",1
"two,",1
straight.,1
"straight,",1
expression,1
underlevered?,1
(44:44)i,1
(44:53)as,1
(44:55)but,1
actually',1
(44:59)but,1
accused,1
audit,1
previously.,1
(45:02)and,1
nbc.,1
(45:06)so,1
one's,1
solved.,1
deal,1
step,1
further.,1
badly.,1
administrations,1
"routine,",1
"ways,",1
"game,",1
"rules,",1
tea,1
group.,1
"(45:40)no,",1
except,1
common,1
"sense,",1
"intelligence,",1
lawyers,1
say',1
"conclusion,",1
"gladly,",1
"income,",1
rather,1
massive.,1
properties.,1
listed.,1
learn,1
"more,",1
happened?,1
reporters,1
went.,1
feeding,1
frenzy.,1
"originally,",1
update,1
son,1
here.,1
"(46:21)yeah,",1
statutory,1
statutory.,1
(46:25)i,1
"750,",1
fee.,1
"(46:31)no,",1
"returns,",1
jail.,1
sinister,1
russia.,1
"hoax,",1
hillary,1
clinton,1
dealing,1
hoax.,1
vast,1
"beautiful,",1
located.,1
"money,",1
peanut.,1
levered,1
normal,1
banks.,1
deal.,1
(47:20)thank,1
(51:04)thank,1
(51:15)thank,1
adam.adam,1
schucher:,1
(51:16)four,1
senate,1
leadership,1
push,1
yet,1
fast-tracked,1
today.,1
voter,1
hypocritical,1
act,1
manner,1
trust,1
republicans',1
word?president,1
(51:37)so,1
ginsburg,1
best.,1
"unfortunately,",1
ginsburg.,1
vacancy,1
picked,1
outstanding.,1
absolute,1
"star,",1
time.president,1
(52:10)there's,1
"election,",1
"wait,",1
"unanimous,",1
seems,1
certainly,1
republican,1
party.,1
"rooms,",1
guarantee,1
outstanding,1
"person,",1
using,1
term.,1
shoe,1
"foot,",1
(53:04)so,1
"respect,",1
for-,1
(53:07)i,1
garland.,1
ball,1
game,1
kavanaugh.,1
"being,",1
court',1
false,1
accusations,1
truth,1
"(53:49)well,",1
she'll,1
additional,1
power,1
totally,1
either,1
whatsoever.,1
important,1
"chance,",1
won't',1
hope,1
court.,1
other.,1
so.,1
(54:28)i,1
(54:31)because,1
obvious,1
position,1
might.,1
speaking,1
"living,",1
talk.,1
life.,1
'cwould,1
this?,1
willing,1
this?',1
burden.,1
'cyes.',1
unbelievably,1
"well-qualified,",1
various,1
(55:13)thank,1
much.moriah,1
geene:,1
(55:15)thank,1
honored,1
"tonight,",1
sir.,1
pro-life,1
millennial.,1
ultimately,1
overturned,1
"future,",1
protections,1
kept,1
mother's,1
life,1
jeopardy,1
relation,1
risk,1
pregnancies?president,1
"(55:36)well,",1
ruling,1
"justices,",1
"gorsuch,",1
kavanaugh',1
wade.,1
laws.,1
moral,1
standpoint.,1
legal,1
"standpoint,",1
depending,1
"wade,",1
decide.,1
'cyou,1
it.',1
inappropriate.,1
(56:31)i,1
"jurist,",1
depth,1
skirted,1
long,1
chose,1
make.,1
"approved,",1
(57:09)many,1
telling,1
tomorrow,1
trying,1
signal.',1
"rule,",1
perhaps.,1
might,1
we'll,1
happens.,1
"(57:44)hi,",1
cindy.,1
you.cindy,1
(57:44)good,1
(57:45)thank,1
much.cindy,1
(57:47)as,1
mother,1
young,1
male,1
"color,",1
"authority,",1
fear,1
face,1
profiling,1
considered,1
criminal.,1
"educator,",1
similar,1
conversations,1
school,1
students.,1
administration,1
prepare,1
enforcement,1
officers,1
work,1
collaboration,1
communities,1
serve,1
lives,1
innocent,1
latinos,1
police,1
brutality,1
injustice?president,1
(58:20)right.,1
fully,1
summer.,1
watch.,1
senator,1
named,1
tim,1
scott,1
approved.,1
"enforcement,",1
enforcing,1
enforcement.,1
"why,",1
bill.,1
agree.,1
african,1
community,1
exception,1
abraham,1
lincoln.,1
prison,1
historically,1
colleges,1
universities.,1
funded.president,1
(59:12)they,1
basis.,1
fund,1
you.',1
10,1
funding,1
financing.,1
for.,1
became,1
friendly,1
heads.,1
more',1
"course,",1
opportunity,1
zones.,1
tried.,1
"loud,",1
relationship,1
african-american,1
community.,1
(01:00:00)thank,1
much.paulette,1
(01:00:01)i,1
smile.president,1
(01:00:04)got,1
you.paulette,1
(01:00:09)he,1
does.,1
handsome,1
smile.,1
daughter,1
immigrants,1
fled,1
eastern,1
europe,1
due,1
"persecution,",1
policies,1
personal,1
me.president,1
(01:00:25)right.paulette,1
(01:00:27)surveys,1
"americans,",1
majority,1
"republicans,",1
support,1
dreamers,1
second,1
"term,",1
expect,1
pursue,1
efforts,1
program?president,1
(01:00:51)yeah.paulette,1
(01:00:51)why,1
not?president,1
(01:00:54)daca,1
somewhat,1
dreamers.,1
"anybody,",1
originally?,1
where?paulette,1
(01:01:02)my,1
grandparents,1
poland.president,1
(01:01:05)that's,1
daca.,1
dreamer.,1
aspects,1
400,1
miles,1
"wall,",1
southern,1
border.,1
closely,1
us.,1
"be,",1
course,1
year.paulette,1
(01:01:39)thank,1
(01:01:39)because,1
it.paulette,1
"(01:01:59)well,",1
front.,1
heavily,1
difficult,1
"reasons,",1
crime.,1
way.,1
merit,1
"system,",1
complaints,1
extra,1
cautious.,1
(01:02:39)it's,1
happy.,1
disaster.,1
murderer.,1
"rapist,",1
laws,1
inherited.,1
ended,1
immigration',1
"on,",1
used,1
pour,1
especially,1
(01:03:07)sure.,1
(01:03:16)that's,1
(01:03:25)because,1
around,1
corner.,1
"soon,",1
strong.,1
level,1
regulation,1
equally,1
levels,1
possible.,1
(01:04:05)thank,1
