Day,C,I,G,NX,American_GDP,GDP
2018/12/25,-100.3333242,78689425.0,11019.0,570.0,255000000000.0,413000000000.0
2018/12/26,-106.1754374,55647032.0,11019.0,570.0,268000000000.0,419000000000.0
2018/12/27,-103.27761650000001,80541785.0,11019.0,570.0,276000000000.0,408000000000.0
2018/12/28,-76.41317638,71053779.0,11019.0,570.0,268000000000.0,422000000000.0
2019/1/2,-67.96895194,68663021.0,0.0,392.0,293000000000.0,331000000000.0
2019/1/3,-77.2682866,70867103.0,0.0,392.0,282000000000.0,328000000000.0
2019/1/4,-65.13463472,103318972.0,0.0,392.0,294000000000.0,323000000000.0
2019/1/7,-61.70990928,101164359.0,0.0,392.0,290000000000.0,331000000000.0
2019/1/8,-62.37947409,86170585.0,0.0,392.0,287000000000.0,336000000000.0
2019/1/9,-50.92985961,107364350.0,0.0,392.0,296000000000.0,332000000000.0
2019/1/10,-48.4907779,85271756.0,0.0,392.0,298000000000.0,330000000000.0
2019/1/11,-31.38734918,71786424.0,0.0,392.0,292000000000.0,338000000000.0
2019/1/14,-42.78063115,66121702.0,0.0,392.0,292000000000.0,335000000000.0
2019/1/15,-6.872035167999999,88772962.0,0.0,392.0,305000000000.0,346000000000.0
2019/1/16,-5.9834686470000005,80214341.0,0.0,392.0,304000000000.0,348000000000.0
2019/1/17,-7.8221467239999996,80174871.0,0.0,392.0,297000000000.0,348000000000.0
2019/1/18,16.81728517,103963834.0,0.0,392.0,298000000000.0,355000000000.0
2019/1/21,20.53703502,93915022.0,0.0,392.0,298000000000.0,349000000000.0
2019/1/22,4.4597019,72990528.0,0.0,392.0,307000000000.0,346000000000.0
2019/1/23,-0.7826902240000001,59870478.0,0.0,392.0,310000000000.0,343000000000.0
2019/1/24,6.020396487999999,72934636.0,0.0,392.0,295000000000.0,340000000000.0
2019/1/25,13.07466309,83967729.0,0.0,392.0,300000000000.0,356000000000.0
2019/1/28,10.74024984,82622431.0,0.0,392.0,300000000000.0,356000000000.0
2019/1/29,18.83381885,77658334.0,0.0,392.0,309000000000.0,351000000000.0
2019/1/30,9.507198406,63746517.0,0.0,392.0,313000000000.0,355000000000.0
2019/1/31,23.27265712,86247839.0,0.0,392.0,300000000000.0,344000000000.0
2019/2/1,26.74921233,82019641.0,0.0,41.0,312000000000.0,347000000000.0
2019/2/11,60.04879242,98818434.0,0.0,41.0,313000000000.0,360000000000.0
2019/2/12,52.83478556,122232462.0,0.0,41.0,311000000000.0,369000000000.0
2019/2/13,70.15279198,163828332.0,0.0,41.0,306000000000.0,373000000000.0
2019/2/14,72.76464376,151127290.0,0.0,41.0,305000000000.0,369000000000.0
2019/2/15,60.17986692,143668603.0,0.0,41.0,310000000000.0,374000000000.0
2019/2/18,76.05513893,182886089.0,0.0,41.0,310000000000.0,368000000000.0
2019/2/19,66.88318086,179083785.0,0.0,41.0,316000000000.0,383000000000.0
2019/2/20,58.18178633,147390311.0,0.0,41.0,319000000000.0,387000000000.0
2019/2/21,56.26744309,180143287.0,0.0,41.0,325000000000.0,382000000000.0
2019/2/22,62.15590041,187237974.0,0.0,41.0,317000000000.0,391000000000.0
2019/2/25,78.95935601,342557122.0,0.0,41.0,314000000000.0,396000000000.0
2019/2/26,63.69472171,358038698.0,0.0,41.0,314000000000.0,396000000000.0
2019/2/27,77.19363222,286236007.0,0.0,41.0,316000000000.0,398000000000.0
2019/2/28,91.47031477,184810220.0,0.0,41.0,320000000000.0,393000000000.0
2019/3/1,126.2609115,204711004.0,14552.0,327.0,318000000000.0,411000000000.0
2019/3/4,119.64737620000001,323490126.0,14552.0,327.0,320000000000.0,402000000000.0
2019/3/5,117.67201270000001,230853166.0,14552.0,327.0,314000000000.0,410000000000.0
2019/3/6,105.86839640000001,318077371.0,14552.0,327.0,315000000000.0,416000000000.0
2019/3/7,85.91530897,329846548.0,14552.0,327.0,310000000000.0,416000000000.0
2019/3/8,74.32577057,317990077.0,14552.0,327.0,308000000000.0,400000000000.0
2019/3/11,95.9397955,230912865.0,14552.0,327.0,308000000000.0,419000000000.0
2019/3/12,82.45375899999999,274926382.0,14552.0,327.0,322000000000.0,414000000000.0
2019/3/13,91.16262649,233682248.0,14552.0,327.0,320000000000.0,416000000000.0
2019/3/14,114.9302132,190817237.0,14552.0,327.0,322000000000.0,414000000000.0
2019/3/15,114.8715222,175174544.0,14552.0,327.0,328000000000.0,408000000000.0
2019/3/18,149.23528380000002,216928060.0,14552.0,327.0,326000000000.0,431000000000.0
2019/3/19,131.7395044,181727110.0,14552.0,327.0,317000000000.0,427000000000.0
2019/3/20,131.9843917,175632090.0,14552.0,327.0,310000000000.0,420000000000.0
2019/3/21,124.88115520000001,196310310.0,14552.0,327.0,314000000000.0,431000000000.0
2019/3/22,133.1930156,171356993.0,14552.0,327.0,318000000000.0,419000000000.0
2019/3/25,114.21473759999999,198586329.0,14552.0,327.0,311000000000.0,397000000000.0
2019/3/26,111.868677,173046579.0,14552.0,327.0,317000000000.0,413000000000.0
2019/3/27,128.0726487,138758454.0,14552.0,327.0,321000000000.0,397000000000.0
2019/3/28,146.7927222,133272129.0,14552.0,327.0,313000000000.0,406000000000.0
2019/3/29,194.83710480000002,215639103.0,14552.0,327.0,324000000000.0,429000000000.0
2019/4/1,200.40270519999999,271382704.0,18995.0,138.0,306000000000.0,416000000000.0
2019/4/2,191.1010494,226000341.0,18995.0,138.0,299000000000.0,424000000000.0
2019/4/3,185.4945594,231917368.0,18995.0,138.0,301000000000.0,426000000000.0
2019/4/4,206.09562780000002,260410939.0,18995.0,138.0,298000000000.0,436000000000.0
2019/4/8,241.44346980000003,267505576.0,18995.0,138.0,308000000000.0,436000000000.0
2019/4/9,247.23829700000002,182956808.0,18995.0,138.0,310000000000.0,435000000000.0
2019/4/10,289.7189591,194687613.0,18995.0,138.0,304000000000.0,423000000000.0
2019/4/11,265.6873426,169049641.0,18995.0,138.0,310000000000.0,438000000000.0
2019/4/12,254.6717156,135862118.0,18995.0,138.0,305000000000.0,421000000000.0
2019/4/15,247.5905932,182645571.0,18995.0,138.0,299000000000.0,414000000000.0
2019/4/16,280.41475610000003,202041966.0,18995.0,138.0,306000000000.0,447000000000.0
2019/4/17,292.59613310000003,180367117.0,18995.0,138.0,313000000000.0,430000000000.0
2019/4/18,286.0774945,146562123.0,18995.0,138.0,307000000000.0,421000000000.0
2019/4/19,292.94889700000004,150794910.0,18995.0,138.0,307000000000.0,431000000000.0
2019/4/22,289.58235210000004,189353745.0,18995.0,138.0,301000000000.0,431000000000.0
2019/4/23,315.59367430000003,155611650.0,18995.0,138.0,308000000000.0,430000000000.0
2019/4/24,310.6062336,145498695.0,18995.0,138.0,300000000000.0,438000000000.0
2019/4/25,292.7188079,159722071.0,18995.0,138.0,301000000000.0,413000000000.0
2019/4/26,285.73970410000004,142008068.0,18995.0,138.0,307000000000.0,426000000000.0
2019/4/29,312.54145869999996,153870927.0,18995.0,138.0,306000000000.0,404000000000.0
2019/4/30,314.75383860000005,116233376.0,18995.0,138.0,313000000000.0,416000000000.0
2019/5/6,245.0720876,197472882.0,17268.0,416.0,311000000000.0,403000000000.0
2019/5/7,230.2860517,132847654.0,17268.0,416.0,300000000000.0,391000000000.0
2019/5/8,224.546152,112867355.0,17268.0,416.0,295000000000.0,382000000000.0
2019/5/9,198.3011147,101037394.0,17268.0,416.0,291000000000.0,379000000000.0
2019/5/10,247.69671119999998,148003847.0,17268.0,416.0,304000000000.0,394000000000.0
2019/5/13,233.280128,103391860.0,17268.0,416.0,301000000000.0,393000000000.0
2019/5/14,227.5926293,102313460.0,17268.0,416.0,299000000000.0,388000000000.0
2019/5/15,269.4557499,110161769.0,17268.0,416.0,302000000000.0,399000000000.0
2019/5/16,272.6919553,116258274.0,17268.0,416.0,298000000000.0,387000000000.0
2019/5/17,248.9026485,128453245.0,17268.0,416.0,306000000000.0,397000000000.0
2019/5/20,226.60182650000002,108963477.0,17268.0,416.0,305000000000.0,383000000000.0
2019/5/21,236.81319580000002,111022920.0,17268.0,416.0,291000000000.0,387000000000.0
2019/5/22,229.5235664,98346128.0,17268.0,416.0,293000000000.0,395000000000.0
2019/5/23,201.8899722,99897781.0,17268.0,416.0,298000000000.0,377000000000.0
2019/5/24,219.4827131,80934048.0,17268.0,416.0,301000000000.0,375000000000.0
2019/5/27,220.37734069999996,108830871.0,17268.0,416.0,301000000000.0,377000000000.0
2019/5/28,229.7030435,117886240.0,17268.0,416.0,298000000000.0,382000000000.0
2019/5/29,253.35532819999997,93355441.0,17268.0,416.0,294000000000.0,381000000000.0
2019/5/30,246.63988179999998,94202561.0,17268.0,416.0,291000000000.0,382000000000.0
2019/5/31,231.2276228,89222267.0,17268.0,416.0,282000000000.0,382000000000.0
2019/6/3,233.1710353,100723180.0,17927.0,509.0,285000000000.0,387000000000.0
2019/6/4,216.01155719999997,87097094.0,17927.0,509.0,298000000000.0,381000000000.0
2019/6/5,212.3535893,88642020.0,17927.0,509.0,298000000000.0,388000000000.0
2019/6/6,202.4859046,85534403.0,17927.0,509.0,293000000000.0,382000000000.0
2019/6/10,211.92789530000002,92375061.0,17927.0,509.0,304000000000.0,382000000000.0
2019/6/11,252.9505523,143482806.0,17927.0,509.0,295000000000.0,386000000000.0
2019/6/12,248.4670767,119178853.0,17927.0,509.0,302000000000.0,399000000000.0
2019/6/13,251.507639,96331718.0,17927.0,509.0,297000000000.0,392000000000.0
2019/6/14,254.1299561,101817004.0,17927.0,509.0,298000000000.0,378000000000.0
2019/6/17,252.4962306,72976678.0,17927.0,509.0,307000000000.0,389000000000.0
2019/6/18,257.9737436,70692266.0,17927.0,509.0,308000000000.0,388000000000.0
2019/6/19,273.16704689999995,125595715.0,17927.0,509.0,313000000000.0,392000000000.0
2019/6/20,316.9475544,168872073.0,17927.0,509.0,317000000000.0,418000000000.0
2019/6/21,318.2578982,153635155.0,17927.0,509.0,313000000000.0,417000000000.0
2019/6/24,329.4657372,100084621.0,17927.0,509.0,313000000000.0,399000000000.0
2019/6/25,325.2977999,124075912.0,17927.0,509.0,300000000000.0,395000000000.0
2019/6/26,322.04205,81820283.0,17927.0,509.0,301000000000.0,409000000000.0
2019/6/27,339.19324869999997,105316358.0,17927.0,509.0,310000000000.0,418000000000.0
2019/6/28,327.13903589999995,84766139.0,17927.0,509.0,300000000000.0,410000000000.0
2019/7/1,376.19547719999997,158370340.0,17777.0,450.0,294000000000.0,397000000000.0
2019/7/2,369.9014415,131863496.0,17777.0,450.0,307000000000.0,391000000000.0
2019/7/3,332.46070410000004,111992603.0,17777.0,450.0,301000000000.0,402000000000.0
2019/7/4,325.21648039999997,99342256.0,17777.0,450.0,301000000000.0,398000000000.0
2019/7/5,344.8801349,74006527.0,17777.0,450.0,310000000000.0,399000000000.0
2019/7/8,329.71546969999997,109539086.0,17777.0,450.0,306000000000.0,381000000000.0
2019/7/9,320.9824025,74842732.0,17777.0,450.0,304000000000.0,375000000000.0
2019/7/10,327.4210958,72833948.0,17777.0,450.0,300000000000.0,378000000000.0
2019/7/11,326.0378189,75311965.0,17777.0,450.0,307000000000.0,377000000000.0
2019/7/12,331.16805980000004,75465967.0,17777.0,450.0,311000000000.0,393000000000.0
2019/7/15,321.0130555,101205222.0,17777.0,450.0,299000000000.0,396000000000.0
2019/7/16,312.6804324,80730952.0,17777.0,450.0,297000000000.0,396000000000.0
2019/7/17,308.1949788,95183885.0,17777.0,450.0,297000000000.0,394000000000.0
2019/7/18,291.8609913,87496445.0,17777.0,450.0,306000000000.0,391000000000.0
2019/7/19,300.5483963,88086149.0,17777.0,450.0,299000000000.0,388000000000.0
2019/7/22,301.78973199999996,92101377.0,17777.0,450.0,313000000000.0,395000000000.0
2019/7/23,297.8351565,71313346.0,17777.0,450.0,307000000000.0,383000000000.0
2019/7/24,290.3239522,90940684.0,17777.0,450.0,302000000000.0,388000000000.0
2019/7/25,307.0566273,93740417.0,17777.0,450.0,309000000000.0,397000000000.0
2019/7/26,308.96975679999997,83259300.0,17777.0,450.0,301000000000.0,390000000000.0
2019/7/29,320.77157,84814370.0,17777.0,450.0,306000000000.0,391000000000.0
2019/7/30,323.0619918,94123955.0,17777.0,450.0,298000000000.0,393000000000.0
2019/7/31,316.1805702,82151155.0,17777.0,450.0,296000000000.0,394000000000.0
2019/8/1,302.64849780000003,84114180.0,11438.0,348.0,292000000000.0,378000000000.0
2019/8/2,297.5421495,108335897.0,11438.0,348.0,297000000000.0,389000000000.0
2019/8/5,285.0525419,101325981.0,11438.0,348.0,281000000000.0,374000000000.0
2019/8/6,289.4953085,129833871.0,11438.0,348.0,295000000000.0,367000000000.0
2019/8/7,287.7488385,84238716.0,11438.0,348.0,285000000000.0,362000000000.0
2019/8/8,314.562231,88457707.0,11438.0,348.0,300000000000.0,370000000000.0
2019/8/9,304.3368087,85295580.0,11438.0,348.0,286000000000.0,364000000000.0
2019/8/12,361.0473694,82083056.0,11438.0,348.0,288000000000.0,376000000000.0
2019/8/13,360.25372210000006,76500302.0,11438.0,348.0,293000000000.0,369000000000.0
2019/8/14,386.0950528,91202590.0,11438.0,348.0,286000000000.0,383000000000.0
2019/8/15,387.63682289999997,88598832.0,11438.0,348.0,291000000000.0,373000000000.0
2019/8/16,397.65909530000005,88319169.0,11438.0,348.0,282000000000.0,373000000000.0
2019/8/19,399.1480523,139327013.0,11438.0,348.0,290000000000.0,386000000000.0
2019/8/20,413.2670006,108602088.0,11438.0,348.0,283000000000.0,376000000000.0
2019/8/21,409.009488,82299880.0,11438.0,348.0,300000000000.0,379000000000.0
2019/8/22,447.04938480000004,85807792.0,11438.0,348.0,288000000000.0,390000000000.0
2019/8/23,472.7483011,87954583.0,11438.0,348.0,285000000000.0,381000000000.0
2019/8/26,445.272525,93859269.0,11438.0,348.0,287000000000.0,390000000000.0
2019/8/27,452.3648022,124731478.0,11438.0,348.0,286000000000.0,394000000000.0
2019/8/28,444.0323499,88750812.0,11438.0,348.0,287000000000.0,378000000000.0
2019/8/29,457.4451454,84083387.0,11438.0,348.0,294000000000.0,378000000000.0
2019/8/30,486.9259312,96695150.0,11438.0,348.0,288000000000.0,379000000000.0
2019/9/2,483.76546030000003,110289349.0,13617.0,396.0,288000000000.0,393000000000.0
2019/9/3,484.70227630000005,97714631.0,13617.0,396.0,289000000000.0,384000000000.0
2019/9/4,469.31680660000006,126628615.0,13617.0,396.0,302000000000.0,388000000000.0
2019/9/5,488.2819857,181656231.0,13617.0,396.0,303000000000.0,392000000000.0
2019/9/6,486.6835543,121882376.0,13617.0,396.0,299000000000.0,389000000000.0
2019/9/9,480.57796260000003,146809754.0,13617.0,396.0,296000000000.0,404000000000.0
2019/9/10,467.80868839999994,130889386.0,13617.0,396.0,301000000000.0,407000000000.0
2019/9/11,412.4900024,131594875.0,13617.0,396.0,299000000000.0,393000000000.0
2019/9/12,442.02775779999996,110241273.0,13617.0,396.0,308000000000.0,414000000000.0
2019/9/16,441.79145710000006,110259805.0,13617.0,396.0,306000000000.0,398000000000.0
2019/9/17,437.0137791,113694317.0,13617.0,396.0,303000000000.0,405000000000.0
2019/9/18,491.9838841,82056152.0,13617.0,396.0,296000000000.0,388000000000.0
2019/9/19,488.12637120000005,85984238.0,13617.0,396.0,303000000000.0,391000000000.0
2019/9/20,500.7273512,103455955.0,13617.0,396.0,304000000000.0,394000000000.0
2019/9/23,491.83558880000004,94036225.0,13617.0,396.0,304000000000.0,395000000000.0
2019/9/24,526.5533088999999,87783230.0,13617.0,396.0,299000000000.0,404000000000.0
2019/9/25,516.6353715,89520835.0,13617.0,396.0,294000000000.0,390000000000.0
2019/9/26,508.98787269999997,102698301.0,13617.0,396.0,305000000000.0,381000000000.0
2019/9/27,516.6826813,74003947.0,13617.0,396.0,308000000000.0,380000000000.0
2019/9/30,491.70982300000003,65931313.0,13617.0,396.0,309000000000.0,399000000000.0
2019/10/8,509.33031689999996,76657860.0,17026.0,428.0,288000000000.0,446000000000.0
2019/10/9,489.1564841,75854512.0,17026.0,428.0,284000000000.0,451000000000.0
2019/10/10,497.26778679999995,79222694.0,17026.0,428.0,289000000000.0,460000000000.0
2019/10/11,516.7264093,93412577.0,17026.0,428.0,293000000000.0,453000000000.0
2019/10/14,522.0840906999999,122393611.0,17026.0,428.0,298000000000.0,455000000000.0
2019/10/15,552.9580497999999,85273949.0,17026.0,428.0,290000000000.0,465000000000.0
2019/10/16,511.8969528,83229707.0,17026.0,428.0,291000000000.0,451000000000.0
2019/10/17,525.1661076,64863745.0,17026.0,428.0,299000000000.0,456000000000.0
2019/10/18,517.3690682,82321140.0,17026.0,428.0,295000000000.0,444000000000.0
2019/10/21,510.3055628000001,74182918.0,17026.0,428.0,293000000000.0,441000000000.0
2019/10/22,512.8599902,68918566.0,17026.0,428.0,299000000000.0,439000000000.0
2019/10/23,500.7245375,70198625.0,17026.0,428.0,286000000000.0,447000000000.0
2019/10/24,491.6286375,71334575.0,17026.0,428.0,299000000000.0,454000000000.0
2019/10/25,513.4255784,77453620.0,17026.0,428.0,301000000000.0,461000000000.0
2019/10/28,520.934396,97406020.0,17026.0,428.0,293000000000.0,447000000000.0
2019/10/29,536.0217656000001,82257075.0,17026.0,428.0,297000000000.0,449000000000.0
2019/10/30,526.7582025,77872923.0,17026.0,428.0,294000000000.0,448000000000.0
2019/10/31,523.1353487,86714539.0,17026.0,428.0,296000000000.0,438000000000.0
2019/11/1,528.2395207,100689612.0,11263.0,387.0,292000000000.0,458000000000.0
2019/11/4,542.8084057,104193855.0,11263.0,387.0,297000000000.0,460000000000.0
2019/11/5,542.4373492000001,112911880.0,11263.0,387.0,309000000000.0,455000000000.0
2019/11/6,535.9307978,97312952.0,11263.0,387.0,296000000000.0,465000000000.0
2019/11/7,544.3966235,87254898.0,11263.0,387.0,303000000000.0,468000000000.0
2019/11/8,548.0400328,97106948.0,11263.0,387.0,297000000000.0,469000000000.0
2019/11/11,541.7204529,94155621.0,11263.0,387.0,294000000000.0,459000000000.0
2019/11/12,544.5594424,76543069.0,11263.0,387.0,308000000000.0,463000000000.0
2019/11/13,566.9134635,76749078.0,11263.0,387.0,302000000000.0,451000000000.0
2019/11/14,572.9243896,87008446.0,11263.0,387.0,303000000000.0,440000000000.0
2019/11/15,567.5228545,83730917.0,11263.0,387.0,313000000000.0,448000000000.0
2019/11/18,569.9371373,76645993.0,11263.0,387.0,298000000000.0,441000000000.0
2019/11/19,575.1757525,82161025.0,11263.0,387.0,311000000000.0,450000000000.0
2019/11/20,576.6535709999999,76815333.0,11263.0,387.0,298000000000.0,458000000000.0
2019/11/21,574.3045638,69130538.0,11263.0,387.0,310000000000.0,448000000000.0
2019/11/22,536.4836753999999,91042639.0,11263.0,387.0,298000000000.0,453000000000.0
2019/11/25,524.6325321,106066289.0,11263.0,387.0,303000000000.0,444000000000.0
2019/11/26,527.9965398,111513537.0,11263.0,387.0,309000000000.0,463000000000.0
2019/11/27,532.919336,76437305.0,11263.0,387.0,300000000000.0,462000000000.0
2019/11/28,518.7834345,65230119.0,11263.0,387.0,300000000000.0,461000000000.0
2019/11/29,471.70865549999996,74144331.0,11263.0,387.0,310000000000.0,441000000000.0
2019/12/2,475.776724,77412173.0,11415.0,467.0,295000000000.0,443000000000.0
2019/12/3,460.82109230000003,73611240.0,11415.0,467.0,294000000000.0,450000000000.0
2019/12/4,465.470009,79683385.0,11415.0,467.0,308000000000.0,448000000000.0
2019/12/5,472.75794630000007,89051193.0,11415.0,467.0,310000000000.0,446000000000.0
2019/12/6,512.9825162,78648887.0,11415.0,467.0,298000000000.0,449000000000.0
2019/12/9,501.6463725,95353806.0,11415.0,467.0,313000000000.0,461000000000.0
2019/12/10,507.14453210000005,86262928.0,11415.0,467.0,298000000000.0,454000000000.0
2019/12/11,501.35184979999997,99765480.0,11415.0,467.0,299000000000.0,448000000000.0
2019/12/12,479.5923568,84708330.0,11415.0,467.0,315000000000.0,444000000000.0
2019/12/13,505.82308780000005,148571349.0,11415.0,467.0,311000000000.0,471000000000.0
2019/12/16,490.68904349999997,148486670.0,11415.0,467.0,317000000000.0,471000000000.0
2019/12/17,512.8342905000001,201162937.0,11415.0,467.0,314000000000.0,464000000000.0
2019/12/18,511.0192222,151351764.0,11415.0,467.0,303000000000.0,471000000000.0
2019/12/19,500.3236824,117900558.0,11415.0,467.0,312000000000.0,466000000000.0
2019/12/20,489.3695618,121267662.0,11415.0,467.0,304000000000.0,461000000000.0
2019/12/23,491.99540920000004,122816246.0,11415.0,467.0,318000000000.0,453000000000.0
2019/12/24,490.78829440000004,95989045.0,11415.0,467.0,312000000000.0,469000000000.0
2019/12/25,476.41443219999996,94938890.0,11415.0,467.0,312000000000.0,451000000000.0
2019/12/26,477.7870658,108860640.0,11415.0,467.0,317000000000.0,467000000000.0
2019/12/27,505.68832589999994,150926411.0,11415.0,467.0,320000000000.0,470000000000.0
2019/12/30,529.1720805,155971488.0,11415.0,467.0,313000000000.0,469000000000.0
2019/12/31,526.5763431,123264258.0,11415.0,467.0,319000000000.0,469000000000.0
2020/1/2,474.2327298,182116772.0,0.0,0.0,339000000000.0,362000000000.0
2020/1/3,423.29543820000004,142826244.0,0.0,0.0,322000000000.0,375000000000.0
2020/1/6,422.33456050000007,175309953.0,0.0,0.0,333000000000.0,367000000000.0
2020/1/7,438.9826874,139489031.0,0.0,0.0,339000000000.0,375000000000.0
2020/1/8,432.7633369,167585850.0,0.0,0.0,338000000000.0,370000000000.0
2020/1/9,447.6736245,136886324.0,0.0,0.0,336000000000.0,382000000000.0
2020/1/10,457.94101229999995,113031719.0,0.0,0.0,330000000000.0,377000000000.0
2020/1/13,470.55439800000005,119691982.0,0.0,0.0,327000000000.0,369000000000.0
2020/1/14,453.4332841,129320783.0,0.0,0.0,343000000000.0,366000000000.0
2020/1/15,458.3253723,104633136.0,0.0,0.0,338000000000.0,373000000000.0
2020/1/16,453.3009478,100267642.0,0.0,0.0,333000000000.0,360000000000.0
2020/1/17,453.3599357,98725682.0,0.0,0.0,334000000000.0,367000000000.0
2020/1/20,436.8699698,122409147.0,0.0,0.0,334000000000.0,384000000000.0
2020/1/21,420.11054670000004,130527507.0,0.0,0.0,328000000000.0,378000000000.0
2020/1/22,420.28248229999997,126758763.0,0.0,0.0,326000000000.0,361000000000.0
2020/1/23,396.4162333,160357603.0,0.0,0.0,341000000000.0,355000000000.0
2020/2/3,344.78676129999997,157559647.0,0.0,0.0,320000000000.0,327000000000.0
2020/2/4,378.814802,213933328.0,0.0,0.0,341000000000.0,341000000000.0
2020/2/5,391.2441483,174925524.0,0.0,0.0,347000000000.0,341000000000.0
2020/2/6,412.7160665,176462235.0,0.0,0.0,344000000000.0,340000000000.0
2020/2/7,418.11012860000005,151731759.0,0.0,0.0,344000000000.0,345000000000.0
2020/2/10,408.9063008,148406969.0,0.0,0.0,334000000000.0,347000000000.0
2020/2/11,440.83301739999996,143441674.0,0.0,0.0,345000000000.0,360000000000.0
2020/2/12,440.073497,126710321.0,0.0,0.0,346000000000.0,352000000000.0
2020/2/13,433.692164,145001843.0,0.0,0.0,346000000000.0,352000000000.0
2020/2/14,430.9716905,143239803.0,0.0,0.0,330000000000.0,353000000000.0
2020/2/17,436.89037110000004,182778969.0,0.0,0.0,330000000000.0,368000000000.0
2020/2/18,426.9866035,163236220.0,0.0,0.0,336000000000.0,374000000000.0
2020/2/19,439.89359630000007,169046441.0,0.0,0.0,331000000000.0,354000000000.0
2020/2/20,462.07749810000007,212232624.0,0.0,0.0,338000000000.0,372000000000.0
2020/2/21,456.9548092,217213604.0,0.0,0.0,327000000000.0,365000000000.0
2020/2/24,431.0256206,212869303.0,0.0,0.0,331000000000.0,375000000000.0
2020/2/25,418.70104310000005,244167831.0,0.0,0.0,319000000000.0,379000000000.0
2020/2/26,417.2098846,261094061.0,0.0,0.0,309000000000.0,371000000000.0
2020/2/27,431.172668,181290981.0,0.0,0.0,299000000000.0,372000000000.0
2020/2/28,399.8302063,230275093.0,0.0,0.0,295000000000.0,362000000000.0
2020/3/2,429.21709560000005,219313559.0,10752.0,199.0,307000000000.0,370000000000.0
2020/3/3,456.11351129999997,219369777.0,10752.0,199.0,296000000000.0,356000000000.0
2020/3/4,472.1078295,182424730.0,10752.0,199.0,309000000000.0,376000000000.0
2020/3/5,515.3538351,231823115.0,10752.0,199.0,303000000000.0,368000000000.0
2020/3/6,499.4202992,172475717.0,10752.0,199.0,290000000000.0,379000000000.0
2020/3/9,457.71250489999994,208102035.0,10752.0,199.0,279000000000.0,359000000000.0
2020/3/10,499.99741409999996,197416402.0,10752.0,199.0,289000000000.0,362000000000.0
2020/3/11,502.2702148,161656111.0,10752.0,199.0,270000000000.0,353000000000.0
2020/3/12,481.5765313999999,157060458.0,10752.0,199.0,243000000000.0,353000000000.0
2020/3/13,454.8858148,188296722.0,10752.0,199.0,266000000000.0,341000000000.0
2020/3/16,408.6112857,185968260.0,10752.0,199.0,239000000000.0,341000000000.0
2020/3/17,386.3985688,166246129.0,10752.0,199.0,250000000000.0,331000000000.0
2020/3/18,349.0273631,155037547.0,10752.0,199.0,233000000000.0,317000000000.0
2020/3/19,336.10195219999997,180807407.0,10752.0,199.0,231000000000.0,321000000000.0
2020/3/20,375.7057862,139603000.0,10752.0,199.0,218000000000.0,322000000000.0
2020/3/23,358.52920689999996,137108790.0,10752.0,199.0,218000000000.0,318000000000.0
2020/3/24,396.2255193,143103021.0,10752.0,199.0,243000000000.0,333000000000.0
2020/3/25,421.09889810000004,153495958.0,10752.0,199.0,250000000000.0,329000000000.0
2020/3/26,406.0349431,112310665.0,10752.0,199.0,258000000000.0,328000000000.0
2020/3/27,416.92650699999996,124060995.0,10752.0,199.0,251000000000.0,330000000000.0
2020/3/30,412.91482210000004,126876673.0,10752.0,199.0,260000000000.0,336000000000.0
2020/3/31,452.08229860000006,111453025.0,10752.0,199.0,254000000000.0,326000000000.0
2020/4/1,444.0826873,119352620.0,16149.0,454.0,170000000000.0,401000000000.0
2020/4/2,485.8770057,115168209.0,16149.0,454.0,180000000000.0,396000000000.0
2020/4/3,480.9240808999999,99825083.0,16149.0,454.0,175000000000.0,398000000000.0
2020/4/7,502.1344612,142778030.0,16149.0,454.0,186000000000.0,403000000000.0
2020/4/8,501.8406266,111389513.0,16149.0,454.0,194000000000.0,400000000000.0
2020/4/9,500.7594227,100485032.0,16149.0,454.0,192000000000.0,414000000000.0
2020/4/10,507.621897,102444956.0,16149.0,454.0,192000000000.0,413000000000.0
2020/4/13,504.8586149,79053343.0,16149.0,454.0,191000000000.0,396000000000.0
2020/4/14,527.8575083000001,110637585.0,16149.0,454.0,202000000000.0,418000000000.0
2020/4/15,532.0664906999999,108461984.0,16149.0,454.0,194000000000.0,401000000000.0
2020/4/16,539.0129226,95947965.0,16149.0,454.0,198000000000.0,417000000000.0
2020/4/17,568.1093392000001,132004301.0,16149.0,454.0,199000000000.0,406000000000.0
2020/4/20,569.5045842999999,100013115.0,16149.0,454.0,197000000000.0,416000000000.0
2020/4/21,541.7977329,102921888.0,16149.0,454.0,185000000000.0,415000000000.0
2020/4/22,586.641843,85899464.0,16149.0,454.0,199000000000.0,408000000000.0
2020/4/23,594.4932328,95508450.0,16149.0,454.0,197000000000.0,415000000000.0
2020/4/24,592.9651336000001,94844135.0,16149.0,454.0,196000000000.0,406000000000.0
2020/4/27,618.3659192000001,95462735.0,16149.0,454.0,201000000000.0,409000000000.0
2020/4/28,622.7960482999999,122093476.0,16149.0,454.0,196000000000.0,406000000000.0
2020/4/29,617.9477196,95854590.0,16149.0,454.0,201000000000.0,408000000000.0
2020/4/30,608.8589136,132917125.0,16149.0,454.0,199000000000.0,420000000000.0
2020/5/6,642.938795,139855675.0,15539.0,629.0,194000000000.0,435000000000.0
2020/5/7,655.3005981000001,105514646.0,15539.0,629.0,197000000000.0,424000000000.0
